id,topic,text,label,source,word_count,style
178,Computer vision,"A second application area in computer vision is in industry, sometimes called machine vision, where information is extracted for the purpose of supporting a production process. One example is quality control where details or final products are being automatically inspected in order to find defects. One of the most prevalent fields for such inspection is the Wafer industry in which every single Wafer is being measured and inspected for inaccuracies or defects to prevent a computer chip from coming to market in an unusable manner. Another example is a measurement of the position and orientation of details to be picked up by a robot arm. Machine vision is also heavily used in the agricultural processes to remove undesirable foodstuff from bulk material, a process called optical sorting.",0,wikipedia,127,
905,Ethics,"The history of ethics started in the ancient period with the development of ethical principles and theories in ancient Egypt, India, China, and Greece. This period saw the emergence of ethical teachings associated with Hinduism, Buddhism, Confucianism, Daoism, and contributions of philosophers like Socrates and Aristotle. During the medieval period, ethical thought was strongly influenced by religious teachings. In the modern period, this focus shifted to a more secular approach concerned with moral experience, reasons for acting, and the consequences of actions. An influential development in the 20th century was the emergence of metaethics.",0,wikipedia,94,
127,Quantum computing,"One practical way to understand quantum computing is to look at how it works outside the classroom and laboratory. In practice, researchers hope quantum methods will help with optimization, chemistry simulation, and cryptography. The field is widely studied because it shapes how modern societies organize knowledge, services, and technology. Important ideas in the area include qubits, superposition, as well as entanglement. Supporters often point out that in theory, certain problems may be solved far more efficiently than on classical machines. Seen in this way, the topic is not merely theoretical but closely tied to practical outcomes.",1,chatgpt,96,C
98,Internet of things,"In August 2018, Toyota Tsusho began a partnership with Microsoft to create fish farming tools using the Microsoft Azure application suite for IoT technologies related to water management. Developed in part by researchers from Kindai University, the water pump mechanisms use artificial intelligence to count the number of fish on a conveyor belt, analyze the number of fish, and deduce the effectiveness of water flow from the data the fish provide. The FarmBeats project from Microsoft Research that uses TV white space to connect farms is also a part of the Azure Marketplace now.",0,wikipedia,94,
237,Data mining,"On the recommendation of the Hargreaves review, this led to the UK government to amend its copyright law in 2014 to allow content mining as a limitation and exception. The UK was the second country in the world to do so after Japan, which introduced an exception in 2009 for data mining. However, due to the restriction of the Information Society Directive (2001), the UK exception only allows content mining for non-commercial purposes. UK copyright law also does not allow this provision to be overridden by contractual terms and conditions.",0,wikipedia,90,
851,Philosophy,"Traditional Japanese philosophy assimilated and synthesized ideas from different traditions, including the indigenous Shinto religion and Chinese and Indian thought in the forms of Confucianism and Buddhism, both of which entered Japan in the 6th and 7th centuries. Its practice is characterized by active interaction with reality rather than disengaged examination. Neo-Confucianism became an influential school of thought in the 16th century and the following Edo period and prompted a greater focus on language and the natural world. The Kyoto School emerged in the 20th century and integrated Eastern spirituality with Western philosophy in its exploration of concepts like absolute nothingness (zettai-mu), place (basho), and the self.",0,wikipedia,107,
121,Quantum computing,"Quantum computing can be understood as a field that quantum computing investigates computational systems that use quantum properties such as superposition and entanglement. Its central concepts often involve qubits, superposition, and the careful use of entanglement. Its significance lies in the way it connects theory with practical decision-making and institutional change. Researchers hope quantum methods will help with optimization, chemistry simulation, and cryptography. Among its strengths, in theory, certain problems may be solved far more efficiently than on classical machines. Even so, the technology is still experimental and faces major hardware, error, and scaling difficulties. This combination of ideas and applications gives the subject continuing relevance in modern society. Overall, it is best seen as an informative and evolving field with broad practical importance. As a result, the field is often discussed from technical, institutional, and human perspectives at the same time.",1,chatgpt,142,A
74,Cybersecurity,"Discussion of cybersecurity usually highlights progress, yet the topic also raises limits and tensions that cannot be ignored. Supporters often point out that strong security helps preserve trust, business continuity, and the confidentiality of information. At the same time, threats evolve quickly, while human error and complex systems create ongoing vulnerabilities. Its central concepts often involve encryption, authentication, and the careful use of risk management. A common example is protecting online banking systems with multifactor authentication and threat detection. The topic matters because it influences research, professional practice, and public policy in multiple sectors. This is why the field remains visible in education, industry, and wider social debate. For that reason, the topic is better understood through balanced analysis than through celebration alone. Questions of standards, governance, and responsible use frequently appear alongside technical discussion. This broader context affects how success is measured and how future development is guided.",1,chatgpt,149,E
692,Transportation,"In broad terms, transportation is the field that transportation concerns the movement of people and goods through road, rail, air, and water systems. Its central concepts often involve mobility, logistics, and the careful use of infrastructure. The field is widely studied because it shapes how modern societies organize knowledge, services, and technology. In practice, transport networks support commuting, trade, emergency response, and tourism. Among its strengths, reliable transportation connects communities and underpins economic activity. Congestion, emissions, cost, and infrastructure maintenance are recurring problems. For that reason, the topic is discussed not only by specialists but also by governments, educators, and industry leaders. Taken together, these features explain why the field continues to attract sustained attention. Its methods and priorities can also vary across countries, industries, and research traditions. Debate in this area usually concerns not only what can be done, but also what should be done and under what conditions.",1,chatgpt,150,A
533,Finance,"The value of finance is most visible when it is examined in everyday systems and professional practice. A concrete example is that finance guides decisions about loans, savings, corporate funding, and portfolio management. Its significance lies in the way it connects theory with practical decision-making and institutional change. Key concepts include capital, risk, and investment. It helps allocate resources and evaluate trade-offs under uncertainty. At the same time, market volatility, unequal access, and poor incentives can produce instability or harm. Its growth has therefore encouraged further research, investment, and public discussion. These examples show how the subject affects real organizations, services, and users.",1,chatgpt,103,C
657,Environmental science,"Across many sectors, environmental science is moving from expert discussion into daily experience and public debate. It remains important because developments in the field affect both specialized work and everyday systems. Scientists examine water quality, biodiversity loss, land use, and pollution control. The field supports evidence-based responses to environmental change and risk. Problems are interconnected, politically contested, and often difficult to reverse quickly. Key concepts include ecosystems, pollution, and resource management. This is why the field remains visible in education, industry, and wider social debate. That mix of promise, visibility, and controversy helps explain why the topic keeps returning to the public conversation.",1,chatgpt,103,D
668,Sustainability,"One practical way to understand sustainability is to look at how it works outside the classroom and laboratory. A concrete example is that cities and firms pursue sustainability through cleaner energy, waste reduction, and responsible sourcing. The field is widely studied because it shapes how modern societies organize knowledge, services, and technology. Its central concepts often involve long-term planning, resource stewardship, and the careful use of equity. Supporters often point out that it encourages decisions that balance present growth with future stability. Trade-offs, measurement difficulties, and conflicting interests can slow progress. Its growth has therefore encouraged further research, investment, and public discussion. These examples show how the subject affects real organizations, services, and users. Because of this breadth, the topic often appears in interdisciplinary teaching, policy work, and applied research. The field is shaped by changing tools, new evidence, and the practical demands of implementation.",1,chatgpt,145,C
806,Agriculture,"Livestock production systems can be defined based on feed source, as grassland-based, mixed, and landless. As of 2010, 30% of Earth's ice- and water-free area was used for producing livestock, with the sector employing approximately 1.3 billion people. Between the 1960s and the 2000s, there was a significant increase in livestock production, both by numbers and by carcass weight, especially among beef, pigs and chickens, the latter of which had production increased by almost a factor of 10. Non-meat animals, such as milk cows and egg-producing chickens, also showed significant production increases. Global cattle, sheep and goat populations are expected to continue to increase sharply through 2050. Aquaculture or fish farming, the production of fish for human consumption in confined operations, is one of the fastest growing sectors of food production, growing at an average of 9% a year between 1975 and 2007.",0,wikipedia,143,
802,Agriculture,"Women in agriculture still have significantly less access than men to inputs, including improved seeds, fertilizers and mechanized equipment. On a positive note, the gender gap in access to mobile internet in low- and middle-income countries fell from 25 percent to 16 percent between 2017 and 2021, and the gender gap in access to bank accounts narrowed from 9 to 6 percentage points. Women are as likely as men to adopt new technologies when the necessary enabling factors are put in place and they have equal access to complementary resources.",0,wikipedia,90,
824,History,"One tool to provide an accessible overview of complex developments is the use of periodization, which divides a timeframe into different periods, each organized around central themes or developments that shaped the period. For example, the three-age system is traditionally used to divide early human history into Stone Age, Bronze Age, and Iron Age based on the predominant materials and technologies during these periods. Another methodological tool is the examination of silences, gaps or omissions in the historical record of events that occurred but did not leave significant evidential traces. Silences can happen when contemporaries find information too obvious to document but may also occur if there are specific reasons to withhold or destroy information. Conversely, when large datasets are available, quantitative approaches can be used. For instance, economic and social historians commonly employ statistical analysis to identify patterns and trends associated with large groups.",0,wikipedia,145,
846,Ethics,"In academic terms, ethics refers to a field that ethics studies moral principles, responsible action, and judgments about right and wrong conduct. Important ideas in the area include moral reasoning, values, as well as responsibility. Its significance lies in the way it connects theory with practical decision-making and institutional change. Real-world use can be seen when ethics informs debates about medicine, business, technology, and public policy. Supporters often point out that it helps people evaluate consequences, duties, and competing values. At the same time, different traditions may disagree sharply about what counts as the best course of action. Its growth has therefore encouraged further research, investment, and public discussion. For students, this makes the topic a useful foundation for understanding wider developments in the discipline.",1,chatgpt,125,B
640,Pharmaceutical industry,"What once seemed like a narrow subject, pharmaceutical industry now appears in headlines, policy discussions, and practical services. The field is widely studied because it shapes how modern societies organize knowledge, services, and technology. A concrete example is that companies invest heavily in discovering medicines for cancer, infections, and chronic disease. The industry plays a central role in preventing illness and improving treatment outcomes. Even so, pricing, access, patents, and long approval pathways are widely debated. That mix of promise, visibility, and controversy helps explain why the topic keeps returning to the public conversation.",1,chatgpt,94,D
211,Software engineering,"In broad terms, software engineering is the field that software engineering applies systematic methods to the design, development, testing, deployment, and maintenance of software. Important ideas in the area include requirements, architecture, as well as testing. The topic matters because it influences research, professional practice, and public policy in multiple sectors. In practice, teams use engineering practices to build reliable mobile apps, websites, and enterprise systems. The discipline improves quality, collaboration, and long-term maintainability. Even so, projects still face scope change, technical debt, schedule pressure, and security risks. This combination of ideas and applications gives the subject continuing relevance in modern society. Overall, it is best seen as an informative and evolving field with broad practical importance. As a result, the field is often discussed from technical, institutional, and human perspectives at the same time.",1,chatgpt,135,A
870,International relations,"The particular European system supposing the sovereign equality of states was exported to the Americas, Africa, and Asia via colonialism and the ""standards of civilization"". The contemporary international system was finally established through decolonization during the Cold War. However, this is somewhat over-simplified. While the nation-state system is considered ""modern"", many states have not incorporated the system and are termed ""pre-modern"". A handful of states have moved beyond insistence on full sovereignty and can be considered ""post-modern"". The ability of contemporary IR discourse to explain the relations of these different types of states is disputed. ""Levels of analysis"" is a way of looking at the international system, which includes the individual level, the domestic state as a unit, the international level of transnational and intergovernmental affairs, and the global level.",0,wikipedia,130,
16,Machine learning,"Machine learning can be understood as a field that machine learning focuses on models that learn patterns from data rather than relying only on fixed rules. Key concepts include supervised learning, unsupervised learning, and prediction. The field is widely studied because it shapes how modern societies organize knowledge, services, and technology. In practice, banks and retailers use machine learning to detect fraud, forecast demand, and personalize services. It can uncover useful relationships in large datasets and improve predictions over time. Overall, it is best seen as an informative and evolving field with broad practical importance.",1,chatgpt,95,A
661,Biotechnology,"By contrast, bioengineering is generally thought of as a related field that more heavily emphasizes higher systems approaches (not necessarily the altering or using of biological materials directly) for interfacing with and utilizing living things. Bioengineering is the application of the principles of engineering and natural sciences to tissues, cells, and molecules. This can be considered as the use of knowledge from working with and manipulating biology to achieve a result that can improve functions in plants and animals. Relatedly, biomedical engineering is an overlapping field that often draws upon and applies biotechnology (by various definitions), especially in certain sub-fields of biomedical or chemical engineering such as tissue engineering, biopharmaceutical engineering, and genetic engineering.",0,wikipedia,114,
902,Law,"The main institutions of law in industrialised countries are independent courts, representative parliaments, an accountable executive, the military and police, bureaucratic organisation, the legal profession and civil society itself. John Locke, in his Two Treatises of Government, and Baron de Montesquieu in The Spirit of the Laws, advocated for a separation of powers between the political, legislature and executive bodies. Their principle was that no person should be able to usurp all powers of the state, in contrast to the absolutist theory of Thomas Hobbes' Leviathan. Sun Yat-sen's Five Power Constitution for the Republic of China took the separation of powers further by having two additional branches of government—a Control Yuan for auditing oversight and an Examination Yuan to manage the employment of public officials.",0,wikipedia,125,
878,Human computer interaction,"The value of human computer interaction is most visible when it is examined in everyday systems and professional practice. Real-world use can be seen when hCI guides the design of apps, websites, kiosks, and assistive technologies. Its significance lies in the way it connects theory with practical decision-making and institutional change. Its central concepts often involve usability, interaction design, and the careful use of accessibility. Supporters often point out that good interaction design can improve efficiency, inclusion, satisfaction, and safety. At the same time, designers must account for diverse users, contexts, devices, and constraints. Its growth has therefore encouraged further research, investment, and public discussion. These examples show how the subject affects real organizations, services, and users.",1,chatgpt,117,C
715,Smart city,"Smart city is no longer a distant specialist topic; it increasingly shapes how institutions, businesses, and ordinary people operate. Its significance lies in the way it connects theory with practical decision-making and institutional change. A concrete example is that cities use smart systems for traffic control, energy management, and public safety monitoring. These tools can improve efficiency, responsiveness, and resource allocation. They also raise concerns about surveillance, interoperability, and unequal access. Key concepts include urban data, sensors, and governance. Its growth has therefore encouraged further research, investment, and public discussion. That mix of promise, visibility, and controversy helps explain why the topic keeps returning to the public conversation.",1,chatgpt,108,D
521,E-commerce,"E-commerce is no longer a distant specialist topic; it increasingly shapes how institutions, businesses, and ordinary people operate. The topic matters because it influences research, professional practice, and public policy in multiple sectors. A concrete example is that consumers routinely purchase clothing, groceries, and software through e-commerce sites and apps. Supporters often point out that it offers convenience, broad selection, and access to global markets. Even so, fraud, delivery complexity, platform dependence, and returns management remain important issues. The result is a field that feels immediate and consequential rather than distant or purely technical.",1,chatgpt,94,D
236,Operating system,"Operating system is no longer a distant specialist topic; it increasingly shapes how institutions, businesses, and ordinary people operate. The field is widely studied because it shapes how modern societies organize knowledge, services, and technology. Desktop, mobile, and server platforms all depend on operating systems for stable operation. A well-designed operating system coordinates hardware efficiently and supports usability. At the same time, it must balance performance, compatibility, security, and resource isolation. Its central concepts often involve process management, memory management, and the careful use of file systems. The subject also crosses disciplinary boundaries, which helps explain its broad appeal and practical reach. The result is a field that feels immediate and consequential rather than distant or purely technical. The field is shaped by changing tools, new evidence, and the practical demands of implementation.",1,chatgpt,133,D
401,Climate change,"Air pollution, in the form of aerosols, affects the climate on a large scale. Aerosols scatter and absorb solar radiation. From 1961 to 1990, a gradual reduction in the amount of sunlight reaching the Earth's surface was observed. This phenomenon is popularly known as global dimming, and is primarily attributed to sulfate aerosols produced by the combustion of fossil fuels with heavy sulfur concentrations like coal and bunker fuel. Smaller contributions come from black carbon (from combustion of fossil fuels and biomass), and from dust. Globally, aerosols have been declining since 1990 due to pollution controls, meaning that they no longer mask greenhouse gas warming as much.",0,wikipedia,107,
764,Urbanization,"Urban heat islands have become a growing concern over the years. An urban heat island is formed when industrial areas absorb and retain heat. Much of the solar energy reaching rural areas is used to evaporate water from plants and soil. In cities, there are less vegetation and exposed soil. Most of the sun's energy is instead absorbed by buildings and asphalt; leading to higher surface temperatures. Vehicles, factories, and heating and cooling units in factories and homes release even more heat. As a result, cities are often 1 to 3 °C (1.8 to 5.4 °F) warmer than other areas near them. Urban heat islands also make the soil drier and absorb less carbon dioxide from emissions. A Qatar University study found that land-surface temperatures in Doha increased annually by 0.65 °C from 2002 to 2013 and 2023.",0,wikipedia,138,
27,Machine learning,"Supervised learning algorithms build a mathematical model of a set of data that contains both the inputs and the desired outputs. The data, known as training data, consists of a set of training examples. Each training example has one or more inputs and the desired output, also known as a supervisory signal. In the mathematical model, each training example is represented by an array or vector, sometimes called a feature vector, and the training data is represented by a matrix. Through iterative optimisation of an objective function, supervised learning algorithms learn a function that can be used to predict the output associated with new inputs. An optimal function allows the algorithm to correctly determine the output for inputs that were not a part of the training data. An algorithm that improves the accuracy of its outputs or predictions over time is said to have learned to perform that task.",0,wikipedia,149,
181,Computer vision,"Computer vision tasks include methods for acquiring, processing, analyzing and understanding digital images, and extraction of high-dimensional data from the real world in order to produce numerical or symbolic information, e.g., in the forms of decisions. Understanding in this context means the transformation of visual images (the input of the retina) into descriptions of the world that can interface with other thought processes and elicit appropriate action. This image understanding can be seen as the disentangling of symbolic information from image data using models constructed with the aid of geometry, physics, statistics, and learning theory.",0,wikipedia,95,
44,Deep learning,"There are two types of artificial neural network (ANN): feedforward neural network (FNN) or multilayer perceptron (MLP) and recurrent neural networks (RNN). RNNs have cycles in their connectivity structure, FNNs don't. In the 1920s, Wilhelm Lenz and Ernst Ising created the Ising model which is essentially a non-learning RNN architecture consisting of neuron-like threshold elements. In 1972, Shun'ichi Amari made this architecture adaptive. His learning RNN was republished by John Hopfield in 1982. Other early recurrent neural networks were published by Kaoru Nakano in 1971. Already in 1948, Alan Turing produced work on ""Intelligent Machinery"" that was not published in his lifetime, containing ""ideas related to artificial evolution and learning RNNs"".",0,wikipedia,111,
177,Natural language processing,"Natural language processing is no longer a distant specialist topic; it increasingly shapes how institutions, businesses, and ordinary people operate. Its significance lies in the way it connects theory with practical decision-making and institutional change. In practice, applications include translation, chatbots, summarization, search, and sentiment analysis. Supporters often point out that it can make large volumes of text and speech easier to search, organize, and use. At the same time, ambiguity, context, cultural variation, and hallucinated output remain difficult problems. Key concepts include tokenization, syntax, and semantics. This is why the field remains visible in education, industry, and wider social debate. That mix of promise, visibility, and controversy helps explain why the topic keeps returning to the public conversation.",1,chatgpt,119,D
306,Computer network,"Asynchronous Transfer Mode (ATM) is a switching technique for telecommunication networks. It uses asynchronous time-division multiplexing and encodes data into small, fixed-sized cells. This differs from other protocols such as the Internet protocol suite or Ethernet that use variable-sized packets or frames. ATM has similarities with both circuit and packet switched networking. This makes it a good choice for a network that must handle both traditional high-throughput data traffic, and real-time, low-latency content such as voice and video. ATM uses a connection-oriented model in which a virtual circuit must be established between two endpoints before the actual data exchange begins.",0,wikipedia,100,
788,Philosophy,"One practical way to understand philosophy is to look at how it works outside the classroom and laboratory. A concrete example is that philosophical ideas shape debates about truth, justice, consciousness, and technology. Its significance lies in the way it connects theory with practical decision-making and institutional change. Key concepts include reasoning, ethics, and metaphysics. Among its strengths, the field sharpens critical thinking and clarifies assumptions behind important claims. Even so, its questions are often open-ended and may resist definitive empirical resolution. Its growth has therefore encouraged further research, investment, and public discussion. These examples show how the subject affects real organizations, services, and users. Because of this breadth, the topic often appears in interdisciplinary teaching, policy work, and applied research.",1,chatgpt,121,C
796,Agriculture,"In China, from the 5th century BC, there was a nationwide granary system and widespread silk farming. Water-powered grain mills were in use by the 1st century BC, followed by irrigation. By the late 2nd century, heavy ploughs had been developed with iron ploughshares and mouldboards. These spread westwards across Eurasia. Asian rice was domesticated 8,200–13,500 years ago – depending on the molecular clock estimate that is used– on the Pearl River in southern China with a single genetic origin from the wild rice Oryza rufipogon. In Greece and Rome, the major cereals were wheat, emmer, and barley, alongside vegetables including peas, beans, and olives. Sheep and goats were kept mainly for dairy products.",0,wikipedia,114,
41,Deep learning,"What once seemed like a narrow subject, deep learning now appears in headlines, policy discussions, and practical services. The topic matters because it influences research, professional practice, and public policy in multiple sectors. A concrete example is that it is widely applied to image recognition, speech processing, and language generation. The approach performs well on difficult perception tasks that involve large volumes of data. Even so, it can be computationally expensive, difficult to explain, and sensitive to biased training data. Key concepts include neural networks, layers, and representation learning. The subject also crosses disciplinary boundaries, which helps explain its broad appeal and practical reach. The result is a field that feels immediate and consequential rather than distant or purely technical. The field is shaped by changing tools, new evidence, and the practical demands of implementation.",1,chatgpt,135,D
150,Robotics,"The zero moment point (ZMP) is the algorithm used by robots such as Honda's ASIMO. The robot's onboard computer tries to keep the total inertial forces (the combination of Earth's gravity and the acceleration and deceleration of walking) exactly opposed by the floor reaction force (the force of the floor pushing back on the robot's foot). In this way, the two forces cancel out, leaving no moment (force causing the robot to rotate and fall over). Human observers note that this is not exactly how a human walks, with some describing ASIMO's walk as looking like it needs use the bathroom. ASIMO's walking algorithm utilizes some dynamic balancing, but requires a flat surface.",0,wikipedia,113,
889,Law,"In 1934, the Austrian philosopher Hans Kelsen continued the positivist tradition in his book the Pure Theory of Law. Kelsen believed that although law is separate from morality, it is endowed with ""normativity"", meaning we ought to obey it. While laws are positive ""is"" statements (e.g. the fine for reversing on a highway is €500); law tells us what we ""should"" do. Thus, each legal system can be hypothesised to have a 'basic norm' (German: Grundnorm) instructing us to obey. Kelsen's major opponent, Carl Schmitt, rejected both positivism and the idea of the rule of law because he did not accept the primacy of abstract normative principles over concrete political positions and decisions. Therefore, Schmitt advocated a jurisprudence of the exception (state of emergency), which denied that legal norms could encompass all of the political experience.",0,wikipedia,136,
541,Stock market,"Stock market can be understood as a field that the stock market is a system in which shares of publicly listed companies are issued, traded, and valued. Its central concepts often involve equities, trading, and the careful use of liquidity. The topic matters because it influences research, professional practice, and public policy in multiple sectors. A concrete example is that companies raise capital through share offerings, while investors buy and sell ownership stakes. Among its strengths, markets can support growth, price discovery, and opportunities for investment. Even so, speculation, volatility, and unequal information can create significant risk. This combination of ideas and applications gives the subject continuing relevance in modern society. Overall, it is best seen as an informative and evolving field with broad practical importance.",1,chatgpt,126,A
743,Agriculture,"Agriculture becomes easier to grasp when it is viewed through real applications rather than abstract definition alone. In practice, modern agriculture uses machinery, breeding, and data tools to improve yield and efficiency. It remains important because developments in the field affect both specialized work and everyday systems. Key concepts include crop production, livestock, and soil management. Supporters often point out that it provides the foundation of food supply and many industrial raw materials. Even so, climate stress, water use, land degradation, and market volatility affect the sector. These examples show how the subject affects real organizations, services, and users.",1,chatgpt,99,C
424,Mental health,"A textbook introduction to mental health begins with the idea that it mental health refers to emotional, psychological, and social well-being and influences thought, behavior, and relationships. Key concepts include well-being, stress, and coping. The topic matters because it influences research, professional practice, and public policy in multiple sectors. Real-world use can be seen when public campaigns and clinical services address anxiety, depression, trauma, and related conditions. Good mental health supports learning, work, relationships, and quality of life. Stigma, unequal access to care, and resource shortages remain common barriers. For that reason, the topic is discussed not only by specialists but also by governments, educators, and industry leaders. For students, this makes the topic a useful foundation for understanding wider developments in the discipline. Its methods and priorities can also vary across countries, industries, and research traditions.",1,chatgpt,137,B
38,Deep learning,"One practical way to understand deep learning is to look at how it works outside the classroom and laboratory. A concrete example is that it is widely applied to image recognition, speech processing, and language generation. Its significance lies in the way it connects theory with practical decision-making and institutional change. Its central concepts often involve neural networks, layers, and the careful use of representation learning. Supporters often point out that the approach performs well on difficult perception tasks that involve large volumes of data. These examples show how the subject affects real organizations, services, and users.",1,chatgpt,97,C
90,Cloud computing,"Discussion of cloud computing usually highlights progress, yet the topic also raises limits and tensions that cannot be ignored. Among its strengths, it offers flexibility, rapid scaling, and reduced upfront infrastructure costs. Even so, key issues include vendor dependence, outages, security controls, and data governance. Its central concepts often involve virtualization, scalability, and the careful use of on-demand services. Real-world use can be seen when many firms use cloud platforms to host websites, manage databases, and support remote collaboration. Its significance lies in the way it connects theory with practical decision-making and institutional change. This combination of ideas and applications gives the subject continuing relevance in modern society. A careful assessment therefore requires attention to both opportunity and limitation, rather than simple optimism.",1,chatgpt,123,E
724,Environmental science,"Many niche disciplines of environmental science have emerged over the years, although climatology is one of the most known topics. Since the 2000s, environmental scientists have focused on modeling the effects of climate change and encouraging global cooperation to minimize potential damages. In 2002, the Society for the Environment as well as the Institute of Air Quality Management were founded to share knowledge and develop solutions around the world. Later, in 2008, the United Kingdom became the first country to pass legislation (the Climate Change Act) that aims to reduce carbon dioxide output to a specified threshold. In 2016 the Kyoto Protocol became the Paris Agreement, which sets concrete goals to reduce greenhouse gas emissions and restricts Earth's rise in temperature to a 2 degrees Celsius maximum. The agreement is one of the most expansive international efforts to limit the effects of global warming to date.",0,wikipedia,146,
